bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S06/20241201/00001,1,P103168,3,980.21,SALE,01-12-2024 13:15:36,S06,20241201
S06/20241201/00001,2,P103732,2,94.74,SALE,01-12-2024 13:15:36,S06,20241201
S06/20241201/00001,3,P100509,2,143.57,SALE,01-12-2024 13:15:36,S06,20241201
S06/20241201/00001,4,DISC,1,-345.54,DISCOUNT,01-12-2024 13:15:36,S06,20241201
S06/20241201/00001,5,TAX,1,338.62,TAX,01-12-2024 13:15:36,S06,20241201
S06/20241201/00001,6,TENDER,1,3410.33,TENDER,01-12-2024 13:15:36,S06,20241201
S06/20241201/00002,1,P103661,1,125.81,SALE,01-12-2024 14:21:06,S06,20241201
S06/20241201/00002,2,P101454,1,148.61,SALE,01-12-2024 14:21:06,S06,20241201
S06/20241201/00002,3,P103435,1,443.24,SALE,01-12-2024 14:21:06,S06,20241201
S06/20241201/00002,4,P106282,2,448.43,SALE,01-12-2024 14:21:06,S06,20241201
S06/20241201/00002,5,TAX,1,281.70,TAX,01-12-2024 14:21:06,S06,20241201
S06/20241201/00002,6,TENDER,1,1896.22,TENDER,01-12-2024 14:21:06,S06,20241201
S06/20241201/00003,1,P105136,5,158.61,SALE,01-12-2024 16:16:14,S06,20241201
S06/20241201/00003,2,P102998,4,158.64,SALE,01-12-2024 16:16:14,S06,20241201
S06/20241201/00003,3,TAX,1,114.22,TAX,01-12-2024 16:16:14,S06,20241201
S06/20241201/00003,4,TENDER,1,1541.83,TENDER,01-12-2024 16:16:14,S06,20241201
S06/20241201/00004,1,P101037,2,613.83,SALE,01-12-2024 17:59:41,S06,20241201
S06/20241201/00004,2,P107639,1,128.49,SALE,01-12-2024 17:59:41,S06,20241201
S06/20241201/00004,3,P107815,2,106.85,SALE,01-12-2024 17:59:41,S06,20241201
S06/20241201/00004,4,P104048,2,193.57,SALE,01-12-2024 17:59:41,S06,20241201
S06/20241201/00004,5,P103054,1,145.96,SALE,01-12-2024 17:59:41,S06,20241201
S06/20241201/00004,6,TAX,1,308.50,TAX,01-12-2024 17:59:41,S06,20241201
S06/20241201/00004,7,TENDER,1,2411.45,TENDER,01-12-2024 17:59:41,S06,20241201
S06/20241201/00005,1,P101489,1,555.59,SALE,01-12-2024 16:10:36,S06,20241201
S06/20241201/00005,2,P102724,2,391.04,SALE,01-12-2024 16:10:36,S06,20241201
S06/20241201/00005,3,P103682,2,372.67,SALE,01-12-2024 16:10:36,S06,20241201
S06/20241201/00005,4,TAX,1,274.94,TAX,01-12-2024 16:10:36,S06,20241201
S06/20241201/00005,5,TENDER,1,2357.95,TENDER,01-12-2024 16:10:36,S06,20241201
S06/20241201/00006,1,P101339,2,230.61,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,2,P100850,3,172.84,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,3,P102436,3,243.03,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,4,P100652,1,45.46,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,5,P105562,1,422.85,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,6,P107775,1,737.39,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,7,P102945,2,43.42,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,8,P103178,2,21.89,SALE,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,9,TAX,1,361.20,TAX,01-12-2024 15:29:02,S06,20241201
S06/20241201/00006,10,TENDER,1,3406.35,TENDER,01-12-2024 15:29:02,S06,20241201
S06/20241201/00007,1,P100281,2,460.87,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,2,P100840,1,248.08,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,3,P106648,2,339.01,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,4,P106927,3,156.05,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,5,P102465,3,1410.14,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,6,P105980,3,288.70,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,7,P105740,2,103.24,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,8,P101004,1,357.75,SALE,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,9,TAX,1,518.56,TAX,01-12-2024 15:12:10,S06,20241201
S06/20241201/00007,10,TENDER,1,8495.30,TENDER,01-12-2024 15:12:10,S06,20241201
S06/20241201/00008,1,P100582,5,170.67,SALE,01-12-2024 16:47:07,S06,20241201
S06/20241201/00008,2,P104251,4,79.68,SALE,01-12-2024 16:47:07,S06,20241201
S06/20241201/00008,3,P103950,2,1283.54,SALE,01-12-2024 16:47:07,S06,20241201
S06/20241201/00008,4,TAX,1,339.33,TAX,01-12-2024 16:47:07,S06,20241201
S06/20241201/00008,5,TENDER,1,4078.48,TENDER,01-12-2024 16:47:07,S06,20241201
S06/20241201/00009,1,P104023,2,630.48,SALE,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,2,P102534,4,98.12,SALE,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,3,P101720,3,44.26,SALE,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,4,P105112,1,194.64,SALE,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,5,P106830,3,103.94,SALE,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,6,P104187,2,86.95,SALE,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,7,TAX,1,214.89,TAX,01-12-2024 15:07:25,S06,20241201
S06/20241201/00009,8,TENDER,1,2681.47,TENDER,01-12-2024 15:07:25,S06,20241201
S06/20241201/00010,1,P102035,2,518.27,SALE,01-12-2024 17:38:40,S06,20241201
S06/20241201/00010,2,P103806,2,319.17,SALE,01-12-2024 17:38:40,S06,20241201
S06/20241201/00010,3,P103029,1,11.28,SALE,01-12-2024 17:38:40,S06,20241201
S06/20241201/00010,4,P106872,1,73.12,SALE,01-12-2024 17:38:40,S06,20241201
S06/20241201/00010,5,TAX,1,67.02,TAX,01-12-2024 17:38:40,S06,20241201
S06/20241201/00010,6,TENDER,1,1826.30,TENDER,01-12-2024 17:38:40,S06,20241201
S06/20241201/00011,1,P107400,4,273.33,SALE,01-12-2024 11:59:21,S06,20241201
S06/20241201/00011,2,TAX,1,196.80,TAX,01-12-2024 11:59:21,S06,20241201
S06/20241201/00011,3,TENDER,1,1290.12,TENDER,01-12-2024 11:59:21,S06,20241201
S06/20241201/00012,1,P101961,1,767.84,SALE,01-12-2024 18:25:27,S06,20241201
S06/20241201/00012,2,P107899,1,197.21,SALE,01-12-2024 18:25:27,S06,20241201
S06/20241201/00012,3,P104181,1,298.55,SALE,01-12-2024 18:25:27,S06,20241201
S06/20241201/00012,4,P105483,2,160.65,SALE,01-12-2024 18:25:27,S06,20241201
S06/20241201/00012,5,P104898,1,181.50,SALE,01-12-2024 18:25:27,S06,20241201
S06/20241201/00012,6,TAX,1,250.81,TAX,01-12-2024 18:25:27,S06,20241201
S06/20241201/00012,7,TENDER,1,2017.21,TENDER,01-12-2024 18:25:27,S06,20241201
S06/20241201/00013,1,P104439,2,123.98,SALE,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,2,P100135,2,72.29,SALE,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,3,P103525,1,252.51,SALE,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,4,P102664,2,261.47,SALE,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,5,P103616,3,662.98,SALE,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,6,P101968,2,12.46,SALE,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,7,TAX,1,262.55,TAX,01-12-2024 16:04:12,S06,20241201
S06/20241201/00013,8,TENDER,1,3444.40,TENDER,01-12-2024 16:04:12,S06,20241201
S06/20241201/00014,1,P100463,1,290.57,SALE,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,2,P104219,1,249.74,SALE,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,3,P105479,3,253.92,SALE,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,4,P100967,2,969.23,SALE,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,5,P100736,1,700.87,SALE,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,6,DISC,1,-384.55,DISCOUNT,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,7,TAX,1,426.82,TAX,01-12-2024 19:34:02,S06,20241201
S06/20241201/00014,8,TENDER,1,3983.67,TENDER,01-12-2024 19:34:02,S06,20241201
S06/20241201/00015,1,P106434,5,178.02,SALE,01-12-2024 14:07:03,S06,20241201
S06/20241201/00015,2,P103096,1,315.47,SALE,01-12-2024 14:07:03,S06,20241201
S06/20241201/00015,3,P100736,2,700.87,SALE,01-12-2024 14:07:03,S06,20241201
S06/20241201/00015,4,DISC,1,-96.79,DISCOUNT,01-12-2024 14:07:03,S06,20241201
S06/20241201/00015,5,TAX,1,319.49,TAX,01-12-2024 14:07:03,S06,20241201
S06/20241201/00015,6,TENDER,1,2830.01,TENDER,01-12-2024 14:07:03,S06,20241201
S06/20241201/00016,1,P100677,1,256.17,SALE,01-12-2024 13:49:20,S06,20241201
S06/20241201/00016,2,P105030,4,224.07,SALE,01-12-2024 13:49:20,S06,20241201
S06/20241201/00016,3,P104676,2,87.52,SALE,01-12-2024 13:49:20,S06,20241201
S06/20241201/00016,4,P100889,3,1028.39,SALE,01-12-2024 13:49:20,S06,20241201
S06/20241201/00016,5,P105331,2,308.39,SALE,01-12-2024 13:49:20,S06,20241201
S06/20241201/00016,6,TAX,1,424.05,TAX,01-12-2024 13:49:20,S06,20241201
S06/20241201/00016,7,TENDER,1,5453.49,TENDER,01-12-2024 13:49:20,S06,20241201
S06/20241201/00017,1,P101117,1,208.14,SALE,01-12-2024 21:29:44,S06,20241201
S06/20241201/00017,2,P108131,2,627.37,SALE,01-12-2024 21:29:44,S06,20241201
S06/20241201/00017,3,P105838,4,594.50,SALE,01-12-2024 21:29:44,S06,20241201
S06/20241201/00017,4,P108247,2,252.59,SALE,01-12-2024 21:29:44,S06,20241201
S06/20241201/00017,5,TAX,1,153.67,TAX,01-12-2024 21:29:44,S06,20241201
S06/20241201/00017,6,TENDER,1,4499.73,TENDER,01-12-2024 21:29:44,S06,20241201
S06/20241201/00018,1,P108041,1,368.87,SALE,01-12-2024 17:46:12,S06,20241201
S06/20241201/00018,2,P106830,1,103.94,SALE,01-12-2024 17:46:12,S06,20241201
S06/20241201/00018,3,P108369,1,343.20,SALE,01-12-2024 17:46:12,S06,20241201
S06/20241201/00018,4,TAX,1,124.75,TAX,01-12-2024 17:46:12,S06,20241201
S06/20241201/00018,5,TENDER,1,940.76,TENDER,01-12-2024 17:46:12,S06,20241201
S06/20241201/00019,1,P107795,2,284.47,SALE,01-12-2024 12:12:43,S06,20241201
S06/20241201/00019,2,P103904,2,1081.09,SALE,01-12-2024 12:12:43,S06,20241201
S06/20241201/00019,3,DISC,1,-212.41,DISCOUNT,01-12-2024 12:12:43,S06,20241201
S06/20241201/00019,4,TAX,1,162.66,TAX,01-12-2024 12:12:43,S06,20241201
S06/20241201/00019,5,TENDER,1,2681.37,TENDER,01-12-2024 12:12:43,S06,20241201
S06/20241201/00020,1,P102035,2,471.15,SALE,01-12-2024 20:01:56,S06,20241201
S06/20241201/00020,2,P101076,2,606.89,SALE,01-12-2024 20:01:56,S06,20241201
S06/20241201/00020,3,TAX,1,107.80,TAX,01-12-2024 20:01:56,S06,20241201
S06/20241201/00020,4,TENDER,1,2263.88,TENDER,01-12-2024 20:01:56,S06,20241201
S06/20241201/00021,1,P103413,2,1352.06,SALE,01-12-2024 19:50:10,S06,20241201
S06/20241201/00021,2,P103645,1,285.25,SALE,01-12-2024 19:50:10,S06,20241201
S06/20241201/00021,3,P101174,2,57.43,SALE,01-12-2024 19:50:10,S06,20241201
S06/20241201/00021,4,P104427,2,506.64,SALE,01-12-2024 19:50:10,S06,20241201
