bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S09/20240701/00001,1,P103111,3,40.41,SALE,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,2,P103389,3,251.95,SALE,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,3,P104382,1,62.22,SALE,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,4,P102122,4,126.23,SALE,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,5,P101702,3,491.39,SALE,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,6,P104469,1,1548.25,SALE,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,7,TAX,1,687.25,TAX,01-07-2024 14:21:56,S09,20240701
S09/20240701/00001,8,TENDER,1,5153.89,TENDER,01-07-2024 14:21:56,S09,20240701
S09/20240701/00002,1,P108200,1,336.95,SALE,01-07-2024 14:11:28,S09,20240701
S09/20240701/00002,2,P105440,3,107.89,SALE,01-07-2024 14:11:28,S09,20240701
S09/20240701/00002,3,P106877,3,1085.30,SALE,01-07-2024 14:11:28,S09,20240701
S09/20240701/00002,4,P101142,2,102.04,SALE,01-07-2024 14:11:28,S09,20240701
S09/20240701/00002,5,P104718,2,364.54,SALE,01-07-2024 14:11:28,S09,20240701
S09/20240701/00002,6,TAX,1,168.60,TAX,01-07-2024 14:11:28,S09,20240701
S09/20240701/00002,7,TENDER,1,5018.28,TENDER,01-07-2024 14:11:28,S09,20240701
S09/20240701/00003,1,P106059,2,317.68,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,2,P105075,3,49.58,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,3,P100864,2,193.24,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,4,P105868,4,68.91,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,5,P107446,1,593.14,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,6,P101156,2,91.80,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,7,P101660,1,193.14,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,8,P107231,2,1193.22,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,9,P100959,2,280.97,SALE,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,10,TAX,1,451.24,TAX,01-07-2024 16:32:32,S09,20240701
S09/20240701/00003,11,TENDER,1,5815.72,TENDER,01-07-2024 16:32:32,S09,20240701
S09/20240701/00004,1,P106221,1,31.65,SALE,01-07-2024 16:19:43,S09,20240701
S09/20240701/00004,2,P101876,2,71.32,SALE,01-07-2024 16:19:43,S09,20240701
S09/20240701/00004,3,P100827,3,1218.17,SALE,01-07-2024 16:19:43,S09,20240701
S09/20240701/00004,4,P107759,2,229.95,SALE,01-07-2024 16:19:43,S09,20240701
S09/20240701/00004,5,P104811,1,113.95,SALE,01-07-2024 16:19:43,S09,20240701
S09/20240701/00004,6,TAX,1,33.34,TAX,01-07-2024 16:19:43,S09,20240701
S09/20240701/00004,7,TENDER,1,4435.99,TENDER,01-07-2024 16:19:43,S09,20240701
S09/20240701/00005,1,P102236,3,928.51,SALE,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,2,P104351,1,1128.29,SALE,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,3,P107890,4,133.07,SALE,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,4,P108282,2,407.70,SALE,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,5,P107925,1,1023.82,SALE,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,6,P102460,3,548.91,SALE,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,7,TAX,1,396.60,TAX,01-07-2024 18:58:27,S09,20240701
S09/20240701/00005,8,TENDER,1,8328.65,TENDER,01-07-2024 18:58:27,S09,20240701
S09/20240701/00006,1,P107231,3,1193.22,SALE,01-07-2024 13:24:25,S09,20240701
S09/20240701/00006,2,P104219,3,249.74,SALE,01-07-2024 13:24:25,S09,20240701
S09/20240701/00006,3,P106399,2,198.14,SALE,01-07-2024 13:24:25,S09,20240701
S09/20240701/00006,4,P102272,1,389.34,SALE,01-07-2024 13:24:25,S09,20240701
S09/20240701/00006,5,P104294,1,115.73,SALE,01-07-2024 13:24:25,S09,20240701
S09/20240701/00006,6,TAX,1,170.33,TAX,01-07-2024 13:24:25,S09,20240701
S09/20240701/00006,7,TENDER,1,5400.56,TENDER,01-07-2024 13:24:25,S09,20240701
S09/20240701/00007,1,P101690,2,1048.95,SALE,01-07-2024 14:54:06,S09,20240701
S09/20240701/00007,2,P105784,2,116.81,SALE,01-07-2024 14:54:06,S09,20240701
S09/20240701/00007,3,P104718,2,364.54,SALE,01-07-2024 14:54:06,S09,20240701
S09/20240701/00007,4,P103616,2,621.95,SALE,01-07-2024 14:54:06,S09,20240701
S09/20240701/00007,5,TAX,1,254.58,TAX,01-07-2024 14:54:06,S09,20240701
S09/20240701/00007,6,TENDER,1,4559.08,TENDER,01-07-2024 14:54:06,S09,20240701
S09/20240701/00008,1,P106830,2,103.94,SALE,02-07-2024 00:13:29,S09,20240701
S09/20240701/00008,2,P106942,2,169.95,SALE,02-07-2024 00:13:29,S09,20240701
S09/20240701/00008,3,P103413,1,1352.06,SALE,02-07-2024 00:13:29,S09,20240701
S09/20240701/00008,4,P105356,2,232.26,SALE,02-07-2024 00:13:29,S09,20240701
S09/20240701/00008,5,P103843,1,636.12,SALE,02-07-2024 00:13:29,S09,20240701
S09/20240701/00008,6,TAX,1,259.74,TAX,02-07-2024 00:13:29,S09,20240701
