bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S06/20240201/00001,1,P100255,2,1250.31,SALE,01-02-2024 10:04:59,S06,20240201
S06/20240201/00001,2,P103871,1,186.42,SALE,01-02-2024 10:04:59,S06,20240201
S06/20240201/00001,3,P100850,3,166.95,SALE,01-02-2024 10:04:59,S06,20240201
S06/20240201/00001,4,P105707,1,130.64,SALE,01-02-2024 10:04:59,S06,20240201
S06/20240201/00001,5,TAX,1,210.13,TAX,01-02-2024 10:04:59,S06,20240201
S06/20240201/00001,6,TENDER,1,3528.66,TENDER,01-02-2024 10:04:59,S06,20240201
S06/20240201/00002,1,P103843,1,636.12,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,2,P101697,1,85.25,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,3,P106415,1,911.99,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,4,P102452,1,169.06,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,5,P102175,4,171.07,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,6,P101740,2,684.95,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,7,P105164,2,216.12,SALE,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,8,TAX,1,232.39,TAX,01-02-2024 14:26:33,S06,20240201
S06/20240201/00002,9,TENDER,1,4521.23,TENDER,01-02-2024 14:26:33,S06,20240201
S06/20240201/00003,1,P100007,2,129.42,SALE,01-02-2024 17:53:41,S06,20240201
S06/20240201/00003,2,P104401,3,208.95,SALE,01-02-2024 17:53:41,S06,20240201
S06/20240201/00003,3,P100441,2,419.95,SALE,01-02-2024 17:53:41,S06,20240201
S06/20240201/00003,4,P101974,1,302.00,SALE,01-02-2024 17:53:41,S06,20240201
S06/20240201/00003,5,P102311,2,284.95,SALE,01-02-2024 17:53:41,S06,20240201
S06/20240201/00003,6,TAX,1,305.46,TAX,01-02-2024 17:53:41,S06,20240201
S06/20240201/00003,7,TENDER,1,2902.95,TENDER,01-02-2024 17:53:41,S06,20240201
S06/20240201/00004,1,P106975,1,136.95,SALE,01-02-2024 17:39:24,S06,20240201
S06/20240201/00004,2,P100239,2,352.95,SALE,01-02-2024 17:39:24,S06,20240201
S06/20240201/00004,3,P107996,2,211.95,SALE,01-02-2024 17:39:24,S06,20240201
S06/20240201/00004,4,TAX,1,130.55,TAX,01-02-2024 17:39:24,S06,20240201
