bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S07/20240301/00001,1,P102480,1,198.67,SALE,01-03-2024 13:51:14,S07,20240301
S07/20240301/00001,2,P108282,4,396.37,SALE,01-03-2024 13:51:14,S07,20240301
S07/20240301/00001,3,P100744,2,61.87,SALE,01-03-2024 13:51:14,S07,20240301
S07/20240301/00001,4,P100658,2,50.53,SALE,01-03-2024 13:51:14,S07,20240301
S07/20240301/00001,5,DISC,1,-128.79,DISCOUNT,01-03-2024 13:51:14,S07,20240301
S07/20240301/00001,6,TAX,1,89.28,TAX,01-03-2024 13:51:14,S07,20240301
S07/20240301/00001,7,TENDER,1,1969.44,TENDER,01-03-2024 13:51:14,S07,20240301
S07/20240301/00002,1,P106162,5,527.95,SALE,01-03-2024 18:27:51,S07,20240301
S07/20240301/00002,2,P103661,1,118.10,SALE,01-03-2024 18:27:51,S07,20240301
S07/20240301/00002,3,TAX,1,21.26,TAX,01-03-2024 18:27:51,S07,20240301
S07/20240301/00002,4,TENDER,1,2779.11,TENDER,01-03-2024 18:27:51,S07,20240301
S07/20240301/00003,1,P105201,5,280.95,SALE,01-03-2024 18:42:19,S07,20240301
S07/20240301/00003,2,P100250,2,526.95,SALE,01-03-2024 18:42:19,S07,20240301
S07/20240301/00003,3,P107605,1,1290.76,SALE,01-03-2024 18:42:19,S07,20240301
S07/20240301/00003,4,P102263,3,116.79,SALE,01-03-2024 18:42:19,S07,20240301
S07/20240301/00003,5,DISC,1,-483.05,DISCOUNT,01-03-2024 18:42:19,S07,20240301
S07/20240301/00003,6,TAX,1,282.18,TAX,01-03-2024 18:42:19,S07,20240301
S07/20240301/00003,7,TENDER,1,3898.91,TENDER,01-03-2024 18:42:19,S07,20240301
S07/20240301/00004,1,P102335,2,94.25,SALE,01-03-2024 17:38:17,S07,20240301
S07/20240301/00004,2,P101156,2,91.80,SALE,01-03-2024 17:38:17,S07,20240301
S07/20240301/00004,3,P102160,4,221.62,SALE,01-03-2024 17:38:17,S07,20240301
S07/20240301/00004,4,P106072,2,78.69,SALE,01-03-2024 17:38:17,S07,20240301
S07/20240301/00004,5,TAX,1,168.37,TAX,01-03-2024 17:38:17,S07,20240301
S07/20240301/00004,6,TENDER,1,1584.33,TENDER,01-03-2024 17:38:17,S07,20240301
S07/20240301/00005,1,P101023,2,193.95,SALE,01-03-2024 17:48:58,S07,20240301
S07/20240301/00005,2,P104469,3,1383.23,SALE,01-03-2024 17:48:58,S07,20240301
S07/20240301/00005,3,P100810,2,200.65,SALE,01-03-2024 17:48:58,S07,20240301
S07/20240301/00005,4,P103749,3,13.83,SALE,01-03-2024 17:48:58,S07,20240301
S07/20240301/00005,5,P107654,1,363.70,SALE,01-03-2024 17:48:58,S07,20240301
S07/20240301/00005,6,TAX,1,588.54,TAX,01-03-2024 17:48:58,S07,20240301
S07/20240301/00005,7,TENDER,1,5932.62,TENDER,01-03-2024 17:48:58,S07,20240301
