bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S10/20240101/00001,1,P106336,1,456.47,SALE,1704133242,S10,20240101
S10/20240101/00001,2,P105707,1,130.64,SALE,1704133242,S10,20240101
S10/20240101/00001,3,P101564,3,160.49,SALE,1704133242,S10,20240101
S10/20240101/00001,4,P101674,3,373.95,SALE,1704133242,S10,20240101
S10/20240101/00001,5,TAX,1,386.44,TAX,1704133242,S10,20240101
S10/20240101/00001,6,TENDER,1,2576.87,TENDER,1704133242,S10,20240101
S10/20240101/00002,1,P102324,3,194.59,SALE,1704123736,S10,20240101
S10/20240101/00002,2,P100640,3,330.95,SALE,1704123736,S10,20240101
S10/20240101/00002,3,P105789,1,46.48,SALE,1704123736,S10,20240101
S10/20240101/00002,4,TAX,1,156.70,TAX,1704123736,S10,20240101
S10/20240101/00002,5,TENDER,1,1779.80,TENDER,1704123736,S10,20240101
S10/20240101/00003,1,P108032,1,660.37,SALE,1704125633,S10,20240101
S10/20240101/00003,2,P103552,2,120.81,SALE,1704125633,S10,20240101
S10/20240101/00003,3,P100330,1,174.95,SALE,1704125633,S10,20240101
S10/20240101/00003,4,P104606,2,84.95,SALE,1704125633,S10,20240101
S10/20240101/00003,5,TAX,1,108.38,TAX,1704125633,S10,20240101
S10/20240101/00003,6,TENDER,1,1355.22,TENDER,1704125633,S10,20240101
S10/20240101/00004,1,P106024,-1,378.95,RETURN,1704138907,S10,20240101
S10/20240101/00004,2,P103259,-3,285.79,RETURN,1704138907,S10,20240101
S10/20240101/00004,3,P108026,-1,81.25,RETURN,1704138907,S10,20240101
S10/20240101/00004,4,TAX,1,-82.84,TAX,1704138907,S10,20240101
S10/20240101/00004,5,TENDER,1,-1400.41,TENDER,1704138907,S10,20240101
S10/20240101/00005,1,P100904,2,68.79,SALE,1704108789,S10,20240101
S10/20240101/00005,2,TAX,1,24.76,TAX,1704108789,S10,20240101
S10/20240101/00005,3,TENDER,1,162.34,TENDER,1704108789,S10,20240101
S10/20240101/00006,1,P100494,3,64.52,SALE,1704132263,S10,20240101
S10/20240101/00006,2,P108206,1,609.36,SALE,1704132263,S10,20240101
S10/20240101/00006,3,P105765,4,439.90,SALE,1704132263,S10,20240101
