bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S08/20240301/00001,1,P102045,2,21.31,SALE,01-03-2024 22:13:44,S08,20240301
S08/20240301/00001,2,P108050,1,1178.10,SALE,01-03-2024 22:13:44,S08,20240301
S08/20240301/00001,3,P107508,1,1450.59,SALE,01-03-2024 22:13:44,S08,20240301
S08/20240301/00001,4,P107943,3,252.32,SALE,01-03-2024 22:13:44,S08,20240301
S08/20240301/00001,5,P105937,1,259.08,SALE,01-03-2024 22:13:44,S08,20240301
S08/20240301/00001,6,TAX,1,423.53,TAX,01-03-2024 22:13:44,S08,20240301
S08/20240301/00001,7,TENDER,1,4110.88,TENDER,01-03-2024 22:13:44,S08,20240301
S08/20240301/00002,1,P107759,2,229.95,SALE,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,2,P104011,5,655.99,SALE,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,3,P107880,2,307.95,SALE,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,4,P103999,1,100.52,SALE,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,5,P106207,2,459.95,SALE,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,6,P104844,2,530.87,SALE,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,7,TAX,1,418.49,TAX,01-03-2024 11:46:26,S08,20240301
S08/20240301/00002,8,TENDER,1,6856.40,TENDER,01-03-2024 11:46:26,S08,20240301
S08/20240301/00003,1,P104160,2,258.63,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,2,P107555,3,1314.43,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,3,P108234,3,32.17,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,4,P102445,2,27.50,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,5,P100260,2,1124.20,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,6,P107946,2,303.95,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,7,P103382,2,187.59,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,8,P103354,3,782.27,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,9,P100172,1,171.71,SALE,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,10,TAX,1,54.62,TAX,01-03-2024 16:24:10,S08,20240301
S08/20240301/00003,11,TENDER,1,10416.68,TENDER,01-03-2024 16:24:10,S08,20240301
S08/20240301/00004,1,P104980,2,69.95,SALE,01-03-2024 14:30:30,S08,20240301
S08/20240301/00004,2,P103861,2,52.95,SALE,01-03-2024 14:30:30,S08,20240301
S08/20240301/00004,3,P107047,1,413.27,SALE,01-03-2024 14:30:30,S08,20240301
S08/20240301/00004,4,P105384,1,300.95,SALE,01-03-2024 14:30:30,S08,20240301
S08/20240301/00004,5,TAX,1,98.00,TAX,01-03-2024 14:30:30,S08,20240301
S08/20240301/00004,6,TENDER,1,1058.02,TENDER,01-03-2024 14:30:30,S08,20240301
S08/20240301/00005,1,P100479,4,342.53,SALE,01-03-2024 17:03:55,S08,20240301
S08/20240301/00005,2,P104975,2,474.17,SALE,01-03-2024 17:03:55,S08,20240301
S08/20240301/00005,3,TAX,1,164.41,TAX,01-03-2024 17:03:55,S08,20240301
S08/20240301/00005,4,TENDER,1,2482.87,TENDER,01-03-2024 17:03:55,S08,20240301
S08/20240301/00006,1,P100736,3,700.87,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,2,P106221,3,31.65,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,3,P100549,2,301.95,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,4,P105901,1,73.95,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,5,P105252,2,10.57,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,6,P104378,2,99.16,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,7,P104572,2,179.13,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,8,P104478,2,16.95,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,9,P100781,1,611.95,SALE,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,10,DISC,1,-347.20,DISCOUNT,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,11,TAX,1,469.10,TAX,01-03-2024 15:58:40,S08,20240301
S08/20240301/00006,12,TENDER,1,4220.88,TENDER,01-03-2024 15:58:40,S08,20240301
S08/20240301/00007,1,P100469,5,46.95,SALE,01-03-2024 20:34:01,S08,20240301
S08/20240301/00007,2,P101802,3,41.95,SALE,01-03-2024 20:34:01,S08,20240301
S08/20240301/00007,3,P106659,2,88.95,SALE,01-03-2024 20:34:01,S08,20240301
S08/20240301/00007,4,TAX,1,39.38,TAX,01-03-2024 20:34:01,S08,20240301
S08/20240301/00007,5,TENDER,1,577.88,TENDER,01-03-2024 20:34:01,S08,20240301
S08/20240301/00008,1,P108110,1,15.95,SALE,01-03-2024 13:05:06,S08,20240301
S08/20240301/00008,2,P102593,2,84.95,SALE,01-03-2024 13:05:06,S08,20240301
S08/20240301/00008,3,P101603,1,887.87,SALE,01-03-2024 13:05:06,S08,20240301
S08/20240301/00008,4,TAX,1,140.00,TAX,01-03-2024 13:05:06,S08,20240301
S08/20240301/00008,5,TENDER,1,1213.72,TENDER,01-03-2024 13:05:06,S08,20240301
S08/20240301/00009,1,P100840,1,248.08,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,2,P103839,2,202.77,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,3,P106735,3,320.99,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,4,P103896,1,200.95,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,5,P105553,2,739.86,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,6,P102424,2,333.88,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,7,P101117,2,195.82,SALE,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,8,TAX,1,538.11,TAX,01-03-2024 12:13:39,S08,20240301
S08/20240301/00009,9,TENDER,1,4894.77,TENDER,01-03-2024 12:13:39,S08,20240301
S08/20240301/00010,1,P105453,2,393.95,SALE,01-03-2024 15:44:51,S08,20240301
S08/20240301/00010,2,P104175,1,803.25,SALE,01-03-2024 15:44:51,S08,20240301
S08/20240301/00010,3,P101374,3,49.36,SALE,01-03-2024 15:44:51,S08,20240301
S08/20240301/00010,4,TAX,1,168.48,TAX,01-03-2024 15:44:51,S08,20240301
S08/20240301/00010,5,TENDER,1,1907.71,TENDER,01-03-2024 15:44:51,S08,20240301
S08/20240301/00011,1,P105302,3,258.62,SALE,01-03-2024 14:27:27,S08,20240301
S08/20240301/00011,2,P106464,3,271.59,SALE,01-03-2024 14:27:27,S08,20240301
S08/20240301/00011,3,P105230,5,107.33,SALE,01-03-2024 14:27:27,S08,20240301
S08/20240301/00011,4,P100711,3,92.21,SALE,01-03-2024 14:27:27,S08,20240301
S08/20240301/00011,5,TAX,1,250.76,TAX,01-03-2024 14:27:27,S08,20240301
S08/20240301/00011,6,TENDER,1,2654.67,TENDER,01-03-2024 14:27:27,S08,20240301
S08/20240301/00012,1,P101810,2,757.60,SALE,01-03-2024 16:32:45,S08,20240301
S08/20240301/00012,2,P102510,2,37.69,SALE,01-03-2024 16:32:45,S08,20240301
S08/20240301/00012,3,P107215,1,153.85,SALE,01-03-2024 16:32:45,S08,20240301
S08/20240301/00012,4,P104541,3,144.95,SALE,01-03-2024 16:32:45,S08,20240301
S08/20240301/00012,5,P107767,2,468.44,SALE,01-03-2024 16:32:45,S08,20240301
S08/20240301/00012,6,TAX,1,277.92,TAX,01-03-2024 16:32:45,S08,20240301
S08/20240301/00012,7,TENDER,1,3394.08,TENDER,01-03-2024 16:32:45,S08,20240301
S08/20240301/00013,1,P101258,1,208.34,SALE,01-03-2024 17:44:22,S08,20240301
S08/20240301/00013,2,P104579,2,67.48,SALE,01-03-2024 17:44:22,S08,20240301
S08/20240301/00013,3,P105400,2,48.10,SALE,01-03-2024 17:44:22,S08,20240301
S08/20240301/00013,4,P100543,2,123.06,SALE,01-03-2024 17:44:22,S08,20240301
S08/20240301/00013,5,TAX,1,54.82,TAX,01-03-2024 17:44:22,S08,20240301
S08/20240301/00013,6,TENDER,1,740.44,TENDER,01-03-2024 17:44:22,S08,20240301
S08/20240301/00014,1,P101899,4,345.29,SALE,01-03-2024 19:50:15,S08,20240301
S08/20240301/00014,2,P101208,3,521.19,SALE,01-03-2024 19:50:15,S08,20240301
S08/20240301/00014,3,TAX,1,248.61,TAX,01-03-2024 19:50:15,S08,20240301
S08/20240301/00014,4,TENDER,1,3193.34,TENDER,01-03-2024 19:50:15,S08,20240301
S08/20240301/00015,1,P101613,2,109.83,SALE,01-03-2024 14:41:03,S08,20240301
S08/20240301/00015,2,P105384,1,300.95,SALE,01-03-2024 14:41:03,S08,20240301
S08/20240301/00015,3,P102014,2,261.84,SALE,01-03-2024 14:41:03,S08,20240301
S08/20240301/00015,4,TAX,1,169.92,TAX,01-03-2024 14:41:03,S08,20240301
S08/20240301/00015,5,TENDER,1,1214.21,TENDER,01-03-2024 14:41:03,S08,20240301
S08/20240301/00016,1,P100731,1,268.30,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,2,P100441,2,419.95,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,3,P103222,5,317.95,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,4,P104302,3,1205.95,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,5,P105180,1,103.95,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,6,P102166,1,45.95,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,7,P103542,2,398.89,SALE,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,8,TAX,1,896.71,TAX,01-03-2024 15:04:30,S08,20240301
S08/20240301/00016,9,TENDER,1,8160.19,TENDER,01-03-2024 15:04:30,S08,20240301
