bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S10/20241001/00001,1,P102794,3,416.24,SALE,1727784594,S10,20241001
S10/20241001/00001,2,P105775,2,104.41,SALE,1727784594,S10,20241001
S10/20241001/00001,3,P101904,2,634.24,SALE,1727784594,S10,20241001
S10/20241001/00001,4,P100418,1,204.95,SALE,1727784594,S10,20241001
S10/20241001/00001,5,TAX,1,228.33,TAX,1727784594,S10,20241001
S10/20241001/00001,6,TENDER,1,3159.30,TENDER,1727784594,S10,20241001
S10/20241001/00002,1,P103964,3,134.21,SALE,1727818718,S10,20241001
S10/20241001/00002,2,P100066,3,251.22,SALE,1727818718,S10,20241001
S10/20241001/00002,3,P108234,1,33.09,SALE,1727818718,S10,20241001
S10/20241001/00002,4,TAX,1,161.75,TAX,1727818718,S10,20241001
S10/20241001/00002,5,TENDER,1,1351.13,TENDER,1727818718,S10,20241001
S10/20241001/00003,1,P101940,1,201.44,SALE,1727801207,S10,20241001
S10/20241001/00003,2,P107681,2,193.13,SALE,1727801207,S10,20241001
S10/20241001/00003,3,P107667,3,367.93,SALE,1727801207,S10,20241001
S10/20241001/00003,4,P100693,2,107.22,SALE,1727801207,S10,20241001
S10/20241001/00003,5,TAX,1,264.75,TAX,1727801207,S10,20241001
S10/20241001/00003,6,TENDER,1,2170.68,TENDER,1727801207,S10,20241001
S10/20241001/00004,1,P104023,3,630.48,SALE,1727793937,S10,20241001
S10/20241001/00004,2,P101955,3,364.45,SALE,1727793937,S10,20241001
S10/20241001/00004,3,P106858,2,281.23,SALE,1727793937,S10,20241001
S10/20241001/00004,4,P107508,1,1577.69,SALE,1727793937,S10,20241001
S10/20241001/00004,5,P104756,2,373.50,SALE,1727793937,S10,20241001
S10/20241001/00004,6,P100198,2,156.66,SALE,1727793937,S10,20241001
S10/20241001/00004,7,TAX,1,687.25,TAX,1727793937,S10,20241001
S10/20241001/00004,8,TENDER,1,6872.51,TENDER,1727793937,S10,20241001
