bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S12/20240901/00001,1,P104854,1,34.90,SALE,1725188999,S12,20240901
S12/20240901/00001,2,P104320,2,159.74,SALE,1725188999,S12,20240901
S12/20240901/00001,3,TAX,1,0.00,TAX,1725188999,S12,20240901
S12/20240901/00001,4,TENDER,1,354.38,TENDER,1725188999,S12,20240901
S12/20240901/00002,1,P107110,1,77.73,SALE,1725214539,S12,20240901
S12/20240901/00002,2,P100421,1,121.56,SALE,1725214539,S12,20240901
S12/20240901/00002,3,P106584,1,247.63,SALE,1725214539,S12,20240901
S12/20240901/00002,4,P104160,2,258.87,SALE,1725214539,S12,20240901
S12/20240901/00002,5,P106783,1,94.23,SALE,1725214539,S12,20240901
S12/20240901/00002,6,P104628,1,196.55,SALE,1725214539,S12,20240901
S12/20240901/00002,7,TAX,1,66.33,TAX,1725214539,S12,20240901
S12/20240901/00002,8,TENDER,1,1321.77,TENDER,1725214539,S12,20240901
S12/20240901/00003,1,P101925,2,181.41,SALE,1725223508,S12,20240901
S12/20240901/00003,2,P105351,3,102.95,SALE,1725223508,S12,20240901
S12/20240901/00003,3,P104257,1,42.95,SALE,1725223508,S12,20240901
S12/20240901/00003,4,P107242,1,589.95,SALE,1725223508,S12,20240901
S12/20240901/00003,5,TAX,1,152.55,TAX,1725223508,S12,20240901
S12/20240901/00003,6,TENDER,1,1457.12,TENDER,1725223508,S12,20240901
S12/20240901/00004,1,P107646,1,225.19,SALE,1725236363,S12,20240901
S12/20240901/00004,2,P104637,1,342.12,SALE,1725236363,S12,20240901
S12/20240901/00004,3,TAX,1,52.31,TAX,1725236363,S12,20240901
S12/20240901/00004,4,TENDER,1,619.62,TENDER,1725236363,S12,20240901
S12/20240901/00005,1,P104478,3,18.27,SALE,1725207094,S12,20240901
S12/20240901/00005,2,P101762,2,528.36,SALE,1725207094,S12,20240901
S12/20240901/00005,3,P104155,3,144.69,SALE,1725207094,S12,20240901
S12/20240901/00005,4,P103155,2,270.20,SALE,1725207094,S12,20240901
S12/20240901/00005,5,P101789,2,391.48,SALE,1725207094,S12,20240901
S12/20240901/00005,6,TAX,1,273.09,TAX,1725207094,S12,20240901
S12/20240901/00005,7,TENDER,1,3142.05,TENDER,1725207094,S12,20240901
S12/20240901/00006,1,P104439,1,123.98,SALE,1725224681,S12,20240901
S12/20240901/00006,2,P107018,3,187.58,SALE,1725224681,S12,20240901
S12/20240901/00006,3,P103918,2,527.10,SALE,1725224681,S12,20240901
S12/20240901/00006,4,P100577,3,300.10,SALE,1725224681,S12,20240901
S12/20240901/00006,5,P105562,1,422.85,SALE,1725224681,S12,20240901
S12/20240901/00006,6,P103950,3,1283.54,SALE,1725224681,S12,20240901
S12/20240901/00006,7,TAX,1,533.86,TAX,1725224681,S12,20240901
S12/20240901/00006,8,TENDER,1,7448.55,TENDER,1725224681,S12,20240901
S12/20240901/00007,1,P102845,3,261.08,SALE,1725201136,S12,20240901
S12/20240901/00007,2,P107354,2,227.60,SALE,1725201136,S12,20240901
S12/20240901/00007,3,P107278,2,55.18,SALE,1725201136,S12,20240901
S12/20240901/00007,4,P103504,1,361.87,SALE,1725201136,S12,20240901
S12/20240901/00007,5,P101592,1,295.58,SALE,1725201136,S12,20240901
S12/20240901/00007,6,TAX,1,203.66,TAX,1725201136,S12,20240901
S12/20240901/00007,7,TENDER,1,2209.91,TENDER,1725201136,S12,20240901
S12/20240901/00008,1,P105180,2,102.63,SALE,1725200700,S12,20240901
S12/20240901/00008,2,P106659,1,98.98,SALE,1725200700,S12,20240901
S12/20240901/00008,3,P101404,2,213.08,SALE,1725200700,S12,20240901
S12/20240901/00008,4,P100463,3,290.57,SALE,1725200700,S12,20240901
S12/20240901/00008,5,P101428,2,394.08,SALE,1725200700,S12,20240901
S12/20240901/00008,6,TAX,1,316.61,TAX,1725200700,S12,20240901
S12/20240901/00008,7,TENDER,1,2706.88,TENDER,1725200700,S12,20240901
S12/20240901/00009,1,P106207,3,459.95,SALE,1725207842,S12,20240901
S12/20240901/00009,2,P102814,3,516.33,SALE,1725207842,S12,20240901
S12/20240901/00009,3,P102248,3,22.39,SALE,1725207842,S12,20240901
