bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S01/20240901/00001,1,P105547,1,431.77,SALE,2024-09-01T17:32:22,S01,20240901
S01/20240901/00001,2,P107775,1,739.97,SALE,2024-09-01T17:32:22,S01,20240901
S01/20240901/00001,3,P105176,2,509.66,SALE,2024-09-01T17:32:22,S01,20240901
S01/20240901/00001,4,P102054,2,137.00,SALE,2024-09-01T17:32:22,S01,20240901
S01/20240901/00001,5,DISC,1,-96.46,DISCOUNT,2024-09-01T17:32:22,S01,20240901
S01/20240901/00001,6,TAX,1,274.80,TAX,2024-09-01T17:32:22,S01,20240901
S01/20240901/00001,7,TENDER,1,2643.40,TENDER,2024-09-01T17:32:22,S01,20240901
S01/20240901/00002,1,P106686,1,324.48,SALE,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,2,P106611,2,341.44,SALE,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,3,P100268,1,197.00,SALE,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,4,P108262,2,592.59,SALE,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,5,P100005,1,114.37,SALE,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,6,DISC,1,-110.41,DISCOUNT,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,7,TAX,1,326.86,TAX,2024-09-01T21:19:48,S01,20240901
S01/20240901/00002,8,TENDER,1,2720.36,TENDER,2024-09-01T21:19:48,S01,20240901
S01/20240901/00003,1,P107327,3,1138.42,SALE,2024-09-02T00:18:33,S01,20240901
S01/20240901/00003,2,P101279,1,237.59,SALE,2024-09-02T00:18:33,S01,20240901
S01/20240901/00003,3,P107815,2,106.85,SALE,2024-09-02T00:18:33,S01,20240901
S01/20240901/00003,4,P108319,2,253.21,SALE,2024-09-02T00:18:33,S01,20240901
S01/20240901/00003,5,P103413,1,1352.06,SALE,2024-09-02T00:18:33,S01,20240901
S01/20240901/00003,6,TAX,1,118.57,TAX,2024-09-02T00:18:33,S01,20240901
S01/20240901/00003,7,TENDER,1,5843.60,TENDER,2024-09-02T00:18:33,S01,20240901
S01/20240901/00004,1,P106697,2,342.69,SALE,2024-09-01T21:08:05,S01,20240901
