bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S05/20240901/00001,1,P102290,2,587.69,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,2,P103222,3,398.43,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,3,P100421,1,121.56,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,4,P105589,4,90.25,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,5,P101827,3,139.26,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,6,P107197,1,669.72,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,7,P104361,2,1389.73,SALE,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,8,TAX,1,824.43,TAX,2024-09-01T18:04:53,S05,20240901
S05/20240901/00001,9,TENDER,1,7544.62,TENDER,2024-09-01T18:04:53,S05,20240901
S05/20240901/00002,1,P104155,1,144.69,SALE,2024-09-01T16:53:23,S05,20240901
S05/20240901/00002,2,P106123,2,248.44,SALE,2024-09-01T16:53:23,S05,20240901
S05/20240901/00002,3,P108356,3,206.87,SALE,2024-09-01T16:53:23,S05,20240901
S05/20240901/00002,4,P105497,2,70.98,SALE,2024-09-01T16:53:23,S05,20240901
S05/20240901/00002,5,DISC,1,-162.27,DISCOUNT,2024-09-01T16:53:23,S05,20240901
S05/20240901/00002,6,TAX,1,80.93,TAX,2024-09-01T16:53:23,S05,20240901
S05/20240901/00002,7,TENDER,1,1322.80,TENDER,2024-09-01T16:53:23,S05,20240901
S05/20240901/00003,1,P108001,2,96.97,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,2,P104533,4,271.68,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,3,P108032,2,648.04,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,4,P104270,3,1036.53,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,5,P107549,4,47.87,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,6,P104658,3,73.05,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,7,P100287,1,218.95,SALE,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,8,TAX,1,437.04,TAX,2024-09-01T17:04:37,S05,20240901
S05/20240901/00003,9,TENDER,1,6752.95,TENDER,2024-09-01T17:04:37,S05,20240901
S05/20240901/00004,1,P100819,2,1203.94,SALE,2024-09-01T19:48:01,S05,20240901
S05/20240901/00004,2,P104544,2,104.46,SALE,2024-09-01T19:48:01,S05,20240901
S05/20240901/00004,3,P107327,2,1138.42,SALE,2024-09-01T19:48:01,S05,20240901
S05/20240901/00004,4,P106009,1,372.60,SALE,2024-09-01T19:48:01,S05,20240901
S05/20240901/00004,5,P106858,2,281.23,SALE,2024-09-01T19:48:01,S05,20240901
S05/20240901/00004,6,TAX,1,156.40,TAX,2024-09-01T19:48:01,S05,20240901
S05/20240901/00004,7,TENDER,1,5985.10,TENDER,2024-09-01T19:48:01,S05,20240901
S05/20240901/00005,1,P100403,3,71.73,SALE,2024-09-01T18:20:27,S05,20240901
S05/20240901/00005,2,P103374,1,34.95,SALE,2024-09-01T18:20:27,S05,20240901
S05/20240901/00005,3,P105835,1,238.39,SALE,2024-09-01T18:20:27,S05,20240901
