bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S03/20240101/00001,1,P100803,-2,262.95,RETURN,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,2,P107581,-4,225.95,RETURN,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,3,P101547,-2,57.95,RETURN,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,4,P108118,-3,66.05,RETURN,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,5,P104334,-1,258.22,RETURN,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,6,P107018,-2,179.95,RETURN,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,7,TAX,1,-181.36,TAX,2024-01-01T18:15:33,S03,20240101
S03/20240101/00001,8,TENDER,1,-2543.23,TENDER,2024-01-01T18:15:33,S03,20240101
S03/20240101/00002,1,P100255,3,1160.02,SALE,2024-01-01T12:08:24,S03,20240101
S03/20240101/00002,2,P104487,1,359.81,SALE,2024-01-01T12:08:24,S03,20240101
S03/20240101/00002,3,P102436,2,216.95,SALE,2024-01-01T12:08:24,S03,20240101
S03/20240101/00002,4,P104417,2,322.95,SALE,2024-01-01T12:08:24,S03,20240101
S03/20240101/00002,5,TAX,1,372.79,TAX,2024-01-01T12:08:24,S03,20240101
S03/20240101/00002,6,TENDER,1,5292.46,TENDER,2024-01-01T12:08:24,S03,20240101
S03/20240101/00003,1,P102193,2,343.13,SALE,2024-01-01T16:52:04,S03,20240101
S03/20240101/00003,2,P103510,2,180.28,SALE,2024-01-01T16:52:04,S03,20240101
S03/20240101/00003,3,P107777,1,192.88,SALE,2024-01-01T16:52:04,S03,20240101
S03/20240101/00003,4,P104902,2,383.95,SALE,2024-01-01T16:52:04,S03,20240101
S03/20240101/00003,5,TAX,1,279.78,TAX,2024-01-01T16:52:04,S03,20240101
S03/20240101/00003,6,TENDER,1,2287.38,TENDER,2024-01-01T16:52:04,S03,20240101
S03/20240101/00004,1,P105272,3,340.95,SALE,2024-01-01T15:36:24,S03,20240101
S03/20240101/00004,2,P101095,2,205.38,SALE,2024-01-01T15:36:24,S03,20240101
S03/20240101/00004,3,TAX,1,122.74,TAX,2024-01-01T15:36:24,S03,20240101
S03/20240101/00004,4,TENDER,1,1556.35,TENDER,2024-01-01T15:36:24,S03,20240101
S03/20240101/00005,1,P105901,2,73.95,SALE,2024-01-01T19:26:57,S03,20240101
S03/20240101/00005,2,P101894,2,662.70,SALE,2024-01-01T19:26:57,S03,20240101
S03/20240101/00005,3,P100869,3,56.95,SALE,2024-01-01T19:26:57,S03,20240101
S03/20240101/00005,4,TAX,1,197.30,TAX,2024-01-01T19:26:57,S03,20240101
S03/20240101/00005,5,TENDER,1,1841.45,TENDER,2024-01-01T19:26:57,S03,20240101
S03/20240101/00006,1,P104123,1,340.95,SALE,2024-01-01T14:11:54,S03,20240101
S03/20240101/00006,2,P102880,3,547.95,SALE,2024-01-01T14:11:54,S03,20240101
S03/20240101/00006,3,TAX,1,123.11,TAX,2024-01-01T14:11:54,S03,20240101
S03/20240101/00006,4,TENDER,1,2107.91,TENDER,2024-01-01T14:11:54,S03,20240101
S03/20240101/00007,1,P106522,1,208.95,SALE,2024-01-01T09:35:14,S03,20240101
S03/20240101/00007,2,P106948,3,160.95,SALE,2024-01-01T09:35:14,S03,20240101
S03/20240101/00007,3,TAX,1,34.59,TAX,2024-01-01T09:35:14,S03,20240101
S03/20240101/00007,4,TENDER,1,726.39,TENDER,2024-01-01T09:35:14,S03,20240101
S03/20240101/00008,1,P100210,3,1071.95,SALE,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,2,P105959,1,436.95,SALE,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,3,P107984,1,340.95,SALE,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,4,P104404,1,877.95,SALE,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,5,P105733,2,133.95,SALE,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,6,DISC,1,-321.95,DISCOUNT,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,7,TAX,1,636.94,TAX,2024-01-01T14:58:45,S03,20240101
S03/20240101/00008,8,TENDER,1,5454.59,TENDER,2024-01-01T14:58:45,S03,20240101
S03/20240101/00009,1,P101263,3,561.95,SALE,2024-01-01T12:51:27,S03,20240101
S03/20240101/00009,2,P103757,3,143.95,SALE,2024-01-01T12:51:27,S03,20240101
S03/20240101/00009,3,P103600,3,93.36,SALE,2024-01-01T12:51:27,S03,20240101
S03/20240101/00009,4,P101095,2,205.38,SALE,2024-01-01T12:51:27,S03,20240101
S03/20240101/00009,5,TAX,1,339.05,TAX,2024-01-01T12:51:27,S03,20240101
S03/20240101/00009,6,TENDER,1,3147.59,TENDER,2024-01-01T12:51:27,S03,20240101
S03/20240101/00010,1,P106353,1,244.95,SALE,2024-01-01T10:53:03,S03,20240101
S03/20240101/00010,2,P101681,4,132.46,SALE,2024-01-01T10:53:03,S03,20240101
S03/20240101/00010,3,TAX,1,107.67,TAX,2024-01-01T10:53:03,S03,20240101
S03/20240101/00010,4,TENDER,1,882.46,TENDER,2024-01-01T10:53:03,S03,20240101
S03/20240101/00011,1,P107733,4,55.17,SALE,2024-01-01T14:41:37,S03,20240101
