bill_no,line_no,product_code,qty,unit_price,line_type,ts,store_id,business_date
S05/20241201/00001,1,P108046,2,101.85,SALE,2024-12-01T15:15:59,S05,20241201
S05/20241201/00001,2,P101543,2,178.10,SALE,2024-12-01T15:15:59,S05,20241201
S05/20241201/00001,3,P103504,1,366.55,SALE,2024-12-01T15:15:59,S05,20241201
S05/20241201/00001,4,P106611,1,341.44,SALE,2024-12-01T15:15:59,S05,20241201
S05/20241201/00001,5,DISC,1,-144.79,DISCOUNT,2024-12-01T15:15:59,S05,20241201
S05/20241201/00001,6,TAX,1,164.53,TAX,2024-12-01T15:15:59,S05,20241201
S05/20241201/00001,7,TENDER,1,1287.63,TENDER,2024-12-01T15:15:59,S05,20241201
S05/20241201/00002,1,P104139,3,249.08,SALE,2024-12-01T12:11:04,S05,20241201
S05/20241201/00002,2,P104811,2,108.16,SALE,2024-12-01T12:11:04,S05,20241201
S05/20241201/00002,3,P102788,1,920.26,SALE,2024-12-01T12:11:04,S05,20241201
S05/20241201/00002,4,P105490,2,154.49,SALE,2024-12-01T12:11:04,S05,20241201
S05/20241201/00002,5,P105713,3,345.36,SALE,2024-12-01T12:11:04,S05,20241201
S05/20241201/00002,6,TAX,1,192.37,TAX,2024-12-01T12:11:04,S05,20241201
S05/20241201/00002,7,TENDER,1,3421.25,TENDER,2024-12-01T12:11:04,S05,20241201
S05/20241201/00003,1,P104389,2,169.98,SALE,2024-12-01T19:03:42,S05,20241201
S05/20241201/00003,2,P106731,2,153.24,SALE,2024-12-01T19:03:42,S05,20241201
S05/20241201/00003,3,P107952,1,1964.70,SALE,2024-12-01T19:03:42,S05,20241201
S05/20241201/00003,4,TAX,1,61.19,TAX,2024-12-01T19:03:42,S05,20241201
S05/20241201/00003,5,TENDER,1,2672.33,TENDER,2024-12-01T19:03:42,S05,20241201
S05/20241201/00004,1,P107502,2,311.85,SALE,2024-12-01T18:20:16,S05,20241201
S05/20241201/00004,2,P107555,1,1314.43,SALE,2024-12-01T18:20:16,S05,20241201
S05/20241201/00004,3,P105468,3,1100.43,SALE,2024-12-01T18:20:16,S05,20241201
S05/20241201/00004,4,P106151,2,298.42,SALE,2024-12-01T18:20:16,S05,20241201
S05/20241201/00004,5,TAX,1,348.95,TAX,2024-12-01T18:20:16,S05,20241201
S05/20241201/00004,6,TENDER,1,6185.21,TENDER,2024-12-01T18:20:16,S05,20241201
S05/20241201/00005,1,P102460,2,582.21,SALE,2024-12-01T22:04:45,S05,20241201
S05/20241201/00005,2,P107925,1,992.11,SALE,2024-12-01T22:04:45,S05,20241201
S05/20241201/00005,3,P102857,2,116.85,SALE,2024-12-01T22:04:45,S05,20241201
S05/20241201/00005,4,P108262,1,592.59,SALE,2024-12-01T22:04:45,S05,20241201
S05/20241201/00005,5,P101101,2,74.25,SALE,2024-12-01T22:04:45,S05,20241201
S05/20241201/00005,6,TAX,1,274.38,TAX,2024-12-01T22:04:45,S05,20241201
S05/20241201/00005,7,TENDER,1,3405.70,TENDER,2024-12-01T22:04:45,S05,20241201
